case_id,profile,attempt_id,stream,sha256,frames,sample_rate_hz,subtype,gain,status,exact_projection,threshold_fitting
C_overlap_source_swap,P_SCAN6,QUAL_SCAN_06,scan_pp_raw,b6723377660ec6c47955f83d2645d5dafacedac2d1ae68093125adeb97e85ad0,251148,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,auto_asr_raw,22990127e7f0134bbb5689874a41d3e1342adfd8011696e85c55be7597840dc8,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,auto_pp_raw,fc3337ede2bb222523b33f7e110b97781ea033004785eb1f219044e0a6b80a8d,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,focus0_asr_raw,b7390473a65902d135c95ba9c55b5240f5d466051518995b284798383356d0ff,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,focus1_asr_raw,16709c4514ad72d6c13c9172fabad5602be61f1023c279eb306424a802ab3e34,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,scan_asr_raw,ba03234ac50c7c108a79312ad79f6a1d1b6ffe9d79374d29b91e70d397a68cba,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R04,P_SCAN6,C_CAL_SCAN_R04,scan_pp_raw,cabf139296929517f1b8f20f53eb599852075a227baee2905f68965059af1aed,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,auto_asr_raw,8cf4e42796a03e8e0aac309ade4f52d276e9b55b234386bd73d8cb7e18060767,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,auto_pp_raw,14b557d1d6c66970425d360859c1e68c6ac6df663fde0b22ec36bd1677345b60,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,focus0_asr_raw,752a59c1cb45c0a1727357f43d3f27954e3441c1f1e3feabd36454e2bf9d3d5c,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,focus1_asr_raw,20e9d4bcc63197d5b5e7efd676892a8a2334f6bc79580afba940819fbf1be73e,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,scan_asr_raw,b9f791c2992fb8713200f797b0611bdf0f136cc1ff569cb62c6d0310270e727a,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
C30_calibration_R12,P_SCAN6,C_CAL_SCAN_R12,scan_pp_raw,79022f4d1b9ce08108f5b929a6b4203f1e9ecefb3c66aabf6ff936d9ff18f474,2083127,16000,PCM_24,1.0,HASH_VERIFIED_COLLECTION_ONLY,UNAVAILABLE_NOT_ADMITTED,NOT_ADMITTED_WITHOUT_SEPARATE_C_ONLY_PROJECTION_REVIEW
