job_id,case_id,tap,status,reference_class,audio_sha256,cache_key,source_frames,delivered_frames,source_seconds,elapsed_seconds,session_event_rows,archive_event_rows,clock_rows,transcript_event_rows,latest_utterances,caption_rows,unique_word_spans,duplicate_span_ids,span_speaker_revisions_after_first,span_missing_first_label,span_missing_committed_label,exact_word_times,observed_clock_order_violations,raw_asr_fields,formatted_final_fields,raw_formatted_differing_fields,optional_corrected_fields,text_partial_events,text_final_events,label_revision_decisions,asr_loads_process_cumulative,speaker_loads_process_cumulative,source_history_reset,private_gallery_queries,wer_reference_words,wer_edits,wer,wer_status
N1_BASELINE_S45_04_20_O0,S45_04_20,O0,COMPLETE,complete_overlap,ec2d1e0ea4ffdec5216db0f5f1eb1d583ae89bcd2d1b0cd1eb8ec8ba9d5bbea6,17fea4714a35a98fe4885596a636d3ad701ae90c67601d51a452e7163f364adc,715127,715127,44.6954375,45.25,80,2514,482,2,2,12,24,0,0,0,0,0,0,12,12,12,0,23,2,12,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_04_20_O1,S45_04_20,O1,COMPLETE,complete_overlap,e7791bcafcd3424ebbc45742a5d3f5982fbd1563fa06bda82afbe4080cf67f81,ddc8bdf2e7841699effa3c4df94646cb001e468e92aa0ba3e7a8dfb027dae925,715127,715127,44.6954375,45.422000000000025,115,2524,497,2,2,13,24,0,0,0,0,0,0,13,13,13,0,24,2,14,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_05_17_O0,S45_05_17,O0,COMPLETE,complete_nonoverlap,e21d525c769d64f08436bfdcc86aa478bea3596c6ce7cf6ecbfd21183f44fe9e,2ebe397dc00f3554f4ecc024434b3f88612bed0d30687b8090452aedb8c80e32,715127,715127,44.6954375,45.375,140,2553,529,3,3,16,30,0,0,0,0,0,0,16,16,16,0,25,3,13,1,1,True,0,30,1,0.03333333333333333,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_17_O1,S45_05_17,O1,COMPLETE,complete_nonoverlap,a294a517fb5403345b31d525e9c8514f286fd4948f817e9c172be2720698e3ac,535de8fe2e1e4a15e7f765f82bd6e698212560bf8e9689e62833d28f147270de,715127,715127,44.6954375,45.38999999999987,165,2561,541,3,3,13,30,0,0,0,0,0,0,13,13,13,0,25,3,11,1,1,True,0,30,1,0.03333333333333333,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_18_O0,S45_05_18,O0,COMPLETE,complete_nonoverlap,d380803ee387605e1811e43e6de4341faf13f3bd9bbe6e9bef77b3e7e3b79a1f,fc045f4d2974a267816c7db7c7ac906c935c81524900ae60ff652a3e32945f3b,715127,715127,44.6954375,45.28200000000015,105,2542,506,3,3,16,30,0,0,0,0,0,0,16,16,16,0,25,3,11,1,1,True,0,30,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_18_O1,S45_05_18,O1,COMPLETE,complete_nonoverlap,c1a6a517099e0726e07ccc14e6505fc434200a6f1d6d975d2af2d4296d631589,bd0e5b488672240879a16e5626d753d6bc56ccec2a84c0187cb815973ae10f3b,715127,715127,44.6954375,45.28099999999995,131,2561,543,3,3,14,30,0,0,0,0,0,0,14,14,14,0,25,3,13,1,1,True,0,30,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_19_O0,S45_05_19,O0,COMPLETE,complete_nonoverlap,f644af4fedec87bdc3e5b6f17b7ba568bbf5d41b2109f1707d2a2c055e4b1ac8,33a83e2fac1c3969e4b4aff7df8b058d635dd7f21601f1d237f50a0519719363,715127,715127,44.6954375,45.297000000000025,367,2597,591,3,3,17,29,0,0,0,0,0,0,17,17,17,0,29,3,16,1,1,True,0,29,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_19_O1,S45_05_19,O1,COMPLETE,complete_nonoverlap,f198218b0767557bfbc59f0e3f1391363567e57a0b78d5187e7cc6f132286fc2,91c8a67622498c651d3eb48f6c2ff12007eefd3103617133437f934f812c7ed0,715127,715127,44.6954375,45.28200000000015,342,2596,584,3,3,17,29,0,0,0,0,0,0,17,17,17,0,29,3,16,1,1,True,0,29,1,0.034482758620689655,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_20_O0,S45_05_20,O0,COMPLETE,complete_nonoverlap,71d032cd184da76555762dab6ac289cab5d3844fc6eaea1c2fffe2bc35d28eca,1c2d6673334263b717fffaf574b8d6afa09158764c44f16c67f2a129579e7122,715127,715127,44.6954375,45.297000000000025,317,2589,576,3,3,16,29,0,0,0,0,0,0,16,16,16,0,28,3,14,1,1,True,0,29,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_05_20_O1,S45_05_20,O1,COMPLETE,complete_nonoverlap,6b2bd5b0c3aeac720a7882345672ea26eb770c2c3fcdc317d5f1ef008127a86f,d5a3d4a8b9c1de314e3f4bb5d61663ce4c9a1f832dda7a6d538389d1d4b38ae6,715127,715127,44.6954375,45.28099999999995,346,2594,589,3,3,16,29,0,0,0,0,0,0,16,16,16,0,28,3,13,1,1,True,0,29,1,0.034482758620689655,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_05_O0,S45_06_05,O0,COMPLETE,complete_nonoverlap,c4df04a3e8bb60dedf308f4504841432459a8de42580781d35d1edb56e7fa691,8745e63c163496be4ee563ea0dffcc0c34f15b8ee72bbaf144df8fb534a9eb68,715127,715127,44.6954375,45.327999999999975,524,2726,732,3,3,28,38,0,0,0,0,0,0,28,28,28,0,40,3,28,1,1,True,0,39,12,0.3076923076923077,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_05_O1,S45_06_05,O1,COMPLETE,complete_nonoverlap,774fc0b3309a0ef90e8be45765dc5363408b9993e0056eaa3faf7fd70e9bb2b6,9f91d3ca75b40ad235f83c6c17d0852e996f36293ea2f8610689618c2ac2217e,715127,715127,44.6954375,45.327999999999975,342,2745,763,3,3,22,37,0,0,0,0,0,0,22,22,22,0,42,3,26,1,1,True,0,39,13,0.3333333333333333,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_09_O0,S45_06_09,O0,COMPLETE,complete_nonoverlap,6cb9ecbcf0eb7b29eee9a813499c74789c9ad2782ff3397fd3d4c045214223e1,1ecb1d0d29a78379c53d32c1c1addfc5b77e5050b3f2c16a17e596e684d6a680,715127,715127,44.6954375,45.297000000000025,288,2610,567,3,3,19,37,0,0,0,0,0,0,19,19,19,0,33,3,17,1,1,True,0,37,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_09_O1,S45_06_09,O1,COMPLETE,complete_nonoverlap,e17555a41fcde4b57e6daa513f6bd2873f38d546e937c5a694203a07edad2ef6,0b0599fdd541e3e2d88f49df407cdf402be2567e2ef6e2274087186c2fc47271,715127,715127,44.6954375,45.297000000000025,266,2618,583,3,3,21,37,0,0,0,0,0,0,21,21,21,0,33,3,19,1,1,True,0,37,1,0.02702702702702703,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_16_O0,S45_06_16,O0,COMPLETE,complete_nonoverlap,a66deea8e499c41f804056f9e169d028e1c3d889ef271fccff727c18238165b3,e136a0603882817b76ee313cc6d87e534f5daa91fdb5c87a814858510e36f592,715127,715127,44.6954375,45.375,518,2517,461,3,3,12,21,0,0,0,0,0,0,12,12,12,0,23,3,13,1,1,True,0,21,0,0.0,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_16_O1,S45_06_16,O1,COMPLETE,complete_nonoverlap,f638958ecb04bdf97a5c27db891ef267f6d5dbad5a9cf9a271e6e960e6fbefa4,7de84a26422feaf54b28df08e389b15e907e9c5c2a59f4562c65d0e55547612f,715127,715127,44.6954375,45.358999999999924,469,2518,467,3,3,11,21,0,0,0,0,0,0,11,11,11,0,23,3,12,1,1,True,0,21,2,0.09523809523809523,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_19_O0,S45_06_19,O0,COMPLETE,complete_nonoverlap,a8a1c0343805b67a1f3fa4d5eabbf527e07ee5c388b592dae7254c9b84b98321,19cea8149cb825e55ada44af61983123169dcc5cb03549e12b4e6a0008534e47,715127,715127,44.6954375,45.375,580,2533,502,3,3,13,19,0,0,0,0,0,0,13,13,13,0,23,3,12,1,1,True,0,21,3,0.14285714285714285,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_06_19_O1,S45_06_19,O1,COMPLETE,complete_nonoverlap,ea37ce7e42f6136ffeacb961c79c428e58de4361f0814aea8a129afa1c647d63,bd3bb52ff2f42a44b376233b1556a7507eac0d563f6629c8764a541f070589cb,715127,715127,44.6954375,45.1869999999999,89,2538,480,3,3,17,21,0,0,0,0,0,0,17,17,17,0,26,3,14,1,1,True,0,21,1,0.047619047619047616,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_15_O0,S45_07_15,O0,COMPLETE,complete_nonoverlap,90a1e89e950b26b5a6d9729f8d8f96308e68e4c54b385d43460cd66996096321,350c735442965ad83b6629378cb7b22d95269d658a0dac2e2ff1997d8516fd6e,715127,715127,44.6954375,45.3130000000001,33,2647,674,3,3,17,32,0,0,0,0,0,0,17,17,17,0,33,3,19,1,1,True,0,31,3,0.0967741935483871,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_15_O1,S45_07_15,O1,COMPLETE,complete_nonoverlap,e3a82167505ea1924a6b59fc2b6ed8d562992c20631188c6069d90a9e062b238,13f6559f7409eb5047a8194f67c6d5ebd2f0475fc9c4dec823862cd5b572c33d,715127,715127,44.6954375,45.297000000000025,567,2630,651,3,3,16,32,0,0,0,0,0,0,16,16,16,0,31,3,15,1,1,True,0,31,3,0.0967741935483871,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_16_O0,S45_07_16,O0,COMPLETE,complete_nonoverlap,a7c12080504f508c34f0e5c8c445412d7a6ed8e0de350a6320ebad0a13ad53d1,3c2b0c68ec84683a24436960face04b431abc99290877c10900618d7be3c40a4,715127,715127,44.6954375,45.28099999999995,11,2650,659,3,3,16,32,0,0,0,0,0,0,16,16,16,0,33,3,18,1,1,True,0,31,2,0.06451612903225806,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_16_O1,S45_07_16,O1,COMPLETE,complete_nonoverlap,d9db840507056d40b7d23ee8dd9a24cc2075302c1b9066b4bb61d585a5382cf8,6cfd3f514f0970bd40767016378224e50b8550b4b4da0a862b75449cf1522918,715127,715127,44.6954375,45.09400000000005,90,2647,666,3,3,18,32,0,0,0,0,0,0,18,18,18,0,33,3,18,1,1,True,0,31,2,0.06451612903225806,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_17_O0,S45_07_17,O0,COMPLETE,complete_nonoverlap,6a5f829a3896e487df07fd533628f7a7f9da45203509839d38f1ef84bd7b0333,15cd42fedf2faf8ab25b55db1275d229d40c1d1f6720c5f5c8852fb8ed16fd52,715127,715127,44.6954375,45.391000000000076,543,2527,496,3,3,13,27,0,0,0,0,0,0,13,13,13,0,22,3,12,1,1,True,0,28,4,0.14285714285714285,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_17_O1,S45_07_17,O1,COMPLETE,complete_nonoverlap,0020bb93e064ce7e79ce983e6ecc491db026810dc7c87f46a7bf2c92fe6cf871,a42d82c66d3517f0ac24ab297c6b52589877a74f35efa8703814cb4c28cf1a0b,715127,715127,44.6954375,45.34400000000005,568,2521,488,3,3,16,27,0,0,0,0,0,0,16,16,16,0,22,3,11,1,1,True,0,28,4,0.14285714285714285,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_18_O0,S45_07_18,O0,COMPLETE,complete_nonoverlap,32f341676e94fc213acfe70a12610cc59fd186d8d85ee19844924927e018d718,fbd9802099d6dd4977d019e9091f04407a6dd2fbe5492e559b8da6ebe07b4319,715127,715127,44.6954375,45.297000000000025,543,2518,487,3,3,14,28,0,0,0,0,0,0,14,14,14,0,22,3,10,1,1,True,0,28,5,0.17857142857142858,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_07_18_O1,S45_07_18,O1,COMPLETE,complete_nonoverlap,851c6792bc24626d01b28fefccbe0ca7bc6bc2129a5a1f85f97b065d38cdab9d,b667709c85ce4c15a7131bfb2b500086be74984b853f899e415cc087a3fdf221,715127,715127,44.6954375,45.28099999999995,518,2520,495,3,3,14,28,0,0,0,0,0,0,14,14,14,0,22,3,11,1,1,True,0,28,5,0.17857142857142858,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_09_O0,S45_08_09,O0,COMPLETE,complete_nonoverlap,b9dd5ad14e3bb94fc34b40b910484c3201a6e3a307eb19e14727036df0f81224,44dd46e0417950e4bd8ae1a410bdbbd46b218d9093787a9f497db25ab533a8ad,715127,715127,44.6954375,45.266000000000076,89,2436,359,3,3,13,15,0,0,0,0,0,0,13,13,13,0,16,3,9,1,1,True,0,15,3,0.2,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_09_O1,S45_08_09,O1,COMPLETE,complete_nonoverlap,60d01740cc98eefc2506178dcc23c883f84c89ebd039bbf4cf47f468947c2075,790bcb8c458a874272002675d14e47627d47761d29f82b8a4d000e612a0ef604,715127,715127,44.6954375,45.28099999999995,29,2430,361,3,3,12,15,0,0,0,0,0,0,12,12,12,0,15,3,10,1,1,True,0,15,3,0.2,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_10_O0,S45_08_10,O0,COMPLETE,complete_nonoverlap,b17e01dbd7ba1b8db3191ada5eda8edaf0f23bafe02dacef924d91526896902e,bf1a353262f6fad1fa63f1d7c01229df082e3f3c780f0e743d147f73abf3218f,715127,715127,44.6954375,45.297000000000025,64,2434,353,3,3,12,15,0,0,0,0,0,0,12,12,12,0,16,3,10,1,1,True,0,15,2,0.13333333333333333,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_10_O1,S45_08_10,O1,COMPLETE,complete_nonoverlap,825db9a3014a353f36568b20f4cfd9cd76b49f442bb9608b27ac6cb4307a30bc,00770e0cbb3fe513de801017a2feb45ca8f0070503214781daa954f935764d03,715127,715127,44.6954375,45.28099999999995,30,2424,339,3,3,13,15,0,0,0,0,0,0,13,13,13,0,15,3,9,1,1,True,0,15,3,0.2,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_19_O0,S45_08_19,O0,COMPLETE,complete_nonoverlap,d423dfcc9674f5d050b04af1af24178cebacf3be96ba2b8300c1822c39256a00,596061f37c0b3378d251933c07869902b8ccfa04967be3fb3f059090214abf1d,715127,715127,44.6954375,45.28099999999995,362,2486,433,3,3,13,19,0,0,0,0,0,0,13,13,13,0,20,3,10,1,1,True,0,18,2,0.1111111111111111,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_19_O1,S45_08_19,O1,COMPLETE,complete_nonoverlap,dbe78319ffe8fcf0a4b2b538311efdca7e9b526379f95bd21bbede614efae6f0,dba0ee73a953a814a26ddf3cf979ca1f3d8b73c6471d0f2466aa66aa4b305f3d,715127,715127,44.6954375,45.28099999999995,316,2482,421,3,3,12,19,0,0,0,0,0,0,12,12,12,0,20,3,12,1,1,True,0,18,2,0.1111111111111111,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_20_O0,S45_08_20,O0,COMPLETE,complete_nonoverlap,f4be0a09a6db0b00a457750c0fbb0081dfc4149827faa5d5690fee4a304e12cd,1f3d8f3c9445f886d585a3a930c152d0f580b070678bf6ebd0660fb7d6e81d6b,715127,715127,44.6954375,45.28099999999995,361,2486,431,3,3,13,19,0,0,0,0,0,0,13,13,13,0,20,3,8,1,1,True,0,18,2,0.1111111111111111,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_08_20_O1,S45_08_20,O1,COMPLETE,complete_nonoverlap,71a543051579f281417e1f5601946b1acab512be78e5062ba1019a607b601873,8ad0a0ed2905a37d84b201b716617e95bb888d552ddc64fb26bb6d767c988147,715127,715127,44.6954375,45.266000000000076,282,2471,398,3,3,13,19,0,0,0,0,0,0,13,13,13,0,20,3,10,1,1,True,0,18,2,0.1111111111111111,DESCRIPTIVE_COMPLETE_NONOVERLAP_ONLY
N1_BASELINE_S45_09_01_O0,S45_09_01,O0,COMPLETE,complete_overlap,30370c501f3346c21adec50d7edc3d570384be264eef06f582aa477b7ca9ff47,18684502344739f663f69614e97ac52228b8771c9ddcbe70dfff87c675099f6e,715127,715127,44.6954375,45.28200000000015,39,2494,441,2,2,16,22,0,0,0,0,0,0,16,16,15,0,22,2,12,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_01_O1,S45_09_01,O1,COMPLETE,complete_overlap,132de57e894495ad55f74c8625206f11b28bc56dccdd312d0378cc1c120b1ad2,472c608e5371606ff28e77c09ec24d3180473dfe92973df0614d883f24b3f983,715127,715127,44.6954375,45.297000000000025,392,2483,434,3,3,12,19,0,0,0,0,0,0,12,12,11,0,19,3,10,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_08_O0,S45_09_08,O0,COMPLETE,complete_overlap,1475839be2b459f2bf8dd0222b0b07c0318210ff6d126fc4f30bbc01e336eef1,0b20c22aafa00bd1fa0cae931b9663896f5d1ebd10a450862ec32d9e5056d1dc,715127,715127,44.6954375,45.28099999999995,362,2481,445,2,2,10,18,0,0,0,0,0,0,10,10,10,0,18,2,12,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_08_O1,S45_09_08,O1,COMPLETE,complete_overlap,126381e4e8f559e6dcaddb3b180ba789d4b1b3ed11b6cff82b8c22c4afa653a9,811ec2420eddc6ab34c485f3a772f5136e9c1b81663ad15e24d2b9add1d1a9b5,715127,715127,44.6954375,45.297000000000025,266,2488,491,2,2,5,15,0,0,0,0,0,0,5,5,5,0,17,2,8,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_15_O0,S45_09_15,O0,COMPLETE,complete_overlap,41531fba132b3307e6cdf4b3240c4eae3c283ed35dcbc15cc96c9f84f267db0f,135cdde484b5edd0e6af385da786d6dc9da488300bf02b80a6372a4de2ad0c37,715127,715127,44.6954375,45.4380000000001,130,2436,374,2,2,9,13,0,0,0,0,0,0,9,9,9,0,16,2,9,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_15_O1,S45_09_15,O1,COMPLETE,complete_overlap,c27783f5a71e497b3438dcfa520fcddfcdce125f3f7d0effe87a0eb9c08fdb6b,b981b88f216e0fb137d31c0f871137b71e120c490119fe8e1723891f0702c67b,715127,715127,44.6954375,45.375,140,2446,382,2,2,9,13,0,0,0,0,0,0,9,9,9,0,16,2,10,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_20_O0,S45_09_20,O0,COMPLETE,complete_overlap,285698d13cb27206d8d106992b6a0cfade37ae2e8fd1bbee8b393fc1ed3bd679,34939e23fa36a0a282bd0cffe2ce29647fcaf8844ca7093d974ed55451c03a26,715127,715127,44.6954375,45.21900000000005,206,2447,417,2,2,9,19,0,0,0,0,0,0,9,9,9,0,14,2,8,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_09_20_O1,S45_09_20,O1,COMPLETE,complete_overlap,9ff37bc5e258009fe66ba6e7ac0b1fcf728679dbbfc5fefca4b82da9e1bdf7c2,9ac5411b891005f41f48edcd9985fca9102526f2f67b153e618656873c79f5a5,715127,715127,44.6954375,45.202999999999975,109,2424,380,2,2,9,20,0,0,0,0,0,0,9,9,9,0,14,2,6,1,1,True,0,,,,OMITTED_NEEDS_DECLARED_SPEAKER_PERMUTATION_CONVENTION
N1_BASELINE_S45_10_01_O0,S45_10_01,O0,COMPLETE,incomplete_ambient_reference,d95c95940753f1699deea6419119b6b5ebffadda534182af440b31e5dca5a126,919b87992b2fe1cffadecb99a93c19348c449b0025bd3a395b78726403047fd5,715127,715127,44.6954375,45.28200000000015,109,2463,399,3,3,9,17,0,0,0,0,0,0,9,9,9,0,17,3,8,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
N1_BASELINE_S45_10_01_O1,S45_10_01,O1,COMPLETE,incomplete_ambient_reference,fada82b424186c26785392122a584ba10ff80d6db837e041b178606b2374b2c6,58bcf8b9807eee5a97285a8be74405897511414e8ee79580965f1173f672b400,715127,715127,44.6954375,45.28099999999995,106,2460,400,3,3,9,17,0,0,0,0,0,0,9,9,9,0,17,3,9,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
N1_BASELINE_S45_10_06_O0,S45_10_06,O0,COMPLETE,incomplete_ambient_reference,9253037755a9d9ecc3ece36a36b1c90f88eeb8b5b12f6efdee608a25daca0ba0,f0d49f311e95e230219bce15c46e5aa99577938d1a06317a6077a1f7ae3e981f,715127,715127,44.6954375,45.297000000000025,105,2423,389,2,2,6,13,0,0,0,0,0,0,6,6,6,0,12,2,6,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
N1_BASELINE_S45_10_06_O1,S45_10_06,O1,COMPLETE,incomplete_ambient_reference,a6a7a6ed3ef50e43ac13b368a55fcecd9ae17bbad7b987b5420fa4ad2248cf2e,0daec738a91b33203a279f0c21a87e46ecbffe8472b6af6d702ed6f5d6fbf7a2,715127,715127,44.6954375,45.266000000000076,64,2420,383,2,2,7,13,0,0,0,0,0,0,7,7,6,0,11,2,6,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
N1_BASELINE_S45_10_08_O0,S45_10_08,O0,COMPLETE,incomplete_ambient_reference,a550e64ba4297151484be72cd74f0057364dfd9d922f48a012487f6e9195c879,e93fd13bd6cc5489c6432423b75015209525664e75a61f542dfd003b5103f943,715127,715127,44.6954375,45.3130000000001,190,2565,534,3,3,19,27,0,0,0,0,0,0,19,19,19,0,26,3,19,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
N1_BASELINE_S45_10_08_O1,S45_10_08,O1,COMPLETE,incomplete_ambient_reference,1b0648d68e3fa542fb6797a5fec84f77445854b19bcd4014a41fdd4a2c1b96d7,e50664f135cc62ec2106d859239b8b49a6ad354387734f7b06625a6f9a6feead,715127,715127,44.6954375,45.3130000000001,190,2567,538,3,3,16,26,0,0,0,0,0,0,16,16,16,0,26,3,16,1,1,True,0,,,,OMITTED_INCOMPLETE_ALL_SPEAKER_TRUTH
